k,Energy,Fidelity
0,0.5625,0.29127406249934
1,0.077288379650614,0.52552181134226
2,-0.14822108834879,0.67773814964599
3,-0.22208973018645,0.73536767900326
4,-0.24119410911025,0.75245929666171
5,-0.24582940707853,0.75835702035122
6,-0.24714535609103,0.76143187899022
7,-0.24769719653857,0.7636492761132
8,-0.24804795233234,0.76547151027485
9,-0.24832395805162,0.76702624789097
10,-0.24855658253918,0.76836514884227
11,-0.24875621145836,0.7695204205001
12,-0.2489282510378,0.77051738676187
13,-0.24907662669428,0.771377512588
14,-0.24920458449501,0.77211933974873
15,-0.24931490762001,0.7727589444219
16,-0.24941000244743,0.77331026503853
17,-0.24949195227196,0.77378537696247
18,-0.24956256003416,0.77419473233032
19,-0.24962338499556,0.77454737098745
20,-0.24967577476924,0.77485110582565
21,-0.24972089335077,0.77511268521727
22,-0.24975974561352,0.77533793501288
23,-0.24979319867185,0.77553188239246
24,-0.24982200047746,0.77569886367924
25,-0.24984679598084,0.77584261803678
26,-0.24986814115666,0.7759663687826
27,-0.24988651516077,0.77607289386964
28,-0.24990233085687,0.77616458691562
29,-0.24991594392341,0.77624351000114
30,-0.24992766072626,0.77631143931236
31,-0.24993774512005,0.77636990457234
32,-0.2499464243207,0.77642022308747
33,-0.24995389397347,0.77646352913048
34,-0.2499603225252,0.77650079928826
35,-0.24996585499463,0.77653287432123
36,-0.24997061622296,0.77656047800844
37,-0.24997471367541,0.77658423339006
38,-0.24997823985536,0.77660467676341
39,-0.24998127438416,0.77662226974111
40,-0.24998388579272,0.77663740963778
41,-0.2499861330645,0.7766504384159
42,-0.24998806696437,0.77666165038961
43,-0.24998973118271,0.77667129885833
44,-0.24999116332066,0.77667960181827
45,-0.24999239573822,0.77668674687969
46,-0.24999345628441,0.77669289550002
47,-0.24999436892582,0.77669818662789
48,-0.24999515428762,0.77670273983982
49,-0.24999583011931,0.77670665804015
50,-0.24999641169547,0.77671002978489
51,-0.24999691216084,0.77671293128186
52,-0.24999734282719,0.77671542811212
53,-0.24999771342885,0.77671757671157
54,-0.24999803234273,0.77671942564597
55,-0.24999830677749,0.77672101670836
56,-0.24999854293651,0.77672238586338
57,-0.24999874615803,0.77672356406003
58,-0.24999892103581,0.77672457793109
59,-0.24999907152296,0.77672545039503
60,-0.24999920102124,0.77672620117398
61,-0.24999931245799,0.77672684723947
62,-0.24999940835229,0.77672740319607
63,-0.24999949087188,0.77672788161144
64,-0.24999956188215,0.77672829330045
65,-0.24999962298835,0.77672864756962
66,-0.24999967557182,0.77672895242745
67,-0.24999972082126,0.77672921476552
68,-0.24999975975958,0.7767294405142
69,-0.249999793267,0.77672963477676
70,-0.24999982210099,0.77672980194467
71,-0.24999984691339,0.77672994579694
72,-0.24999986826508,0.77673006958549
73,-0.24999988663876,0.7767301761087
74,-0.24999990244978,0.77673026777463
75,-0.24999991605557,0.7767303466555
76,-0.24999992776369,0.77673041453449
77,-0.24999993783883,0.77673047294609
78,-0.24999994650874,0.77673052321075
79,-0.24999995396942,0.77673056646476
80,-0.24999996038952,0.77673060368593
81,-0.24999996591418,0.77673063571569
82,-0.24999997066829,0.77673066327811
83,-0.24999997475932,0.77673068699628
84,-0.24999997827976,0.77673070740635
85,-0.24999998130919,0.77673072496974
86,-0.24999998391608,0.77673074008348
87,-0.24999998615938,0.77673075308923
88,-0.2499999880898,0.77673076428101
89,-0.24999998975097,0.77673077391182
90,-0.24999999118045,0.77673078219937
91,-0.24999999241056,0.77673078933102
92,-0.24999999346909,0.77673079546799
93,-0.24999999437999,0.776730800749
94,-0.24999999516384,0.77673080529345
95,-0.24999999583836,0.77673080920406
96,-0.24999999641881,0.77673081256923
97,-0.24999999691829,0.77673081546505
98,-0.24999999734811,0.77673081795698
99,-0.24999999771798,0.77673082010135
100,-0.24999999803627,0.77673082194663
