k,Energy,Fidelity
0,0,0.5
1,-0.765147401234,0.882573700617
2,-0.875847392107,0.937923696054
3,-0.921254507399,0.960627253699
4,-0.946279595398,0.973139797699
5,-0.961870817691,0.980935408846
6,-0.972266406383,0.986133203192
7,-0.979497624435,0.989748812218
8,-0.984671933022,0.992335966511
9,-0.988448009036,0.994224004518
10,-0.991242794915,0.995621397458
11,-0.993332686685,0.996666343343
12,-0.994907417862,0.997453708931
13,-0.996100753859,0.99805037693
14,-0.997008957525,0.998504478762
15,-0.997702409846,0.998851204923
16,-0.998233203007,0.999116601504
17,-0.998640259947,0.999320129973
18,-0.998952877639,0.99947643882
19,-0.999193233104,0.999596616552
20,-0.999378187502,0.999689093751
21,-0.999520603893,0.999760301946
22,-0.999630320995,0.999815160497
23,-0.99971487951,0.999857439755
24,-0.999780067907,0.999890033954
25,-0.999830334959,0.999915167479
26,-0.999869102988,0.999934551494
27,-0.999899006595,0.999949503297
28,-0.999922075093,0.999961037547
29,-0.999939872245,0.999969936123
30,-0.999953603461,0.999976801731
31,-0.999964198159,0.99998209908
32,-0.999972373096,0.999986186548
33,-0.999978681113,0.999989340556
34,-0.999983548668,0.999991774334
35,-0.999987304762,0.999993652381
36,-0.999990203224,0.999995101612
37,-0.999992439902,0.999996219951
38,-0.99999416591,0.999997082955
39,-0.999995497849,0.999997748925
40,-0.999996525696,0.999998262848
41,-0.99999731888,0.99999865944
42,-0.999997930977,0.999998965489
43,-0.999998403332,0.999999201666
44,-0.999998767848,0.999999383924
45,-0.999999049145,0.999999524572
46,-0.999999266222,0.999999633111
47,-0.999999433741,0.999999716871
48,-0.999999563016,0.999999781508
49,-0.999999662778,0.999999831389
50,-0.999999739765,0.999999869882
51,-0.999999799175,0.999999899588
52,-0.999999845023,0.999999922511
53,-0.999999880404,0.999999940202
54,-0.999999907707,0.999999953853
55,-0.999999928777,0.999999964389
56,-0.999999945037,0.999999972518
57,-0.999999957585,0.999999978792
58,-0.999999967268,0.999999983634
59,-0.999999974741,0.99999998737
60,-0.999999980507,0.999999990254
61,-0.999999984957,0.999999992479
62,-0.999999988392,0.999999994196
63,-0.999999991042,0.999999995521
64,-0.999999993087,0.999999996543
65,-0.999999994665,0.999999997333
66,-0.999999995883,0.999999997942
67,-0.999999996823,0.999999998411
68,-0.999999997548,0.999999998774
69,-0.999999998108,0.999999999054
70,-0.99999999854,0.99999999927
71,-0.999999998873,0.999999999437
72,-0.99999999913,0.999999999565
73,-0.999999999329,0.999999999664
74,-0.999999999482,0.999999999741
75,-0.9999999996,0.9999999998
76,-0.999999999692,0.999999999846
77,-0.999999999762,0.999999999881
78,-0.999999999816,0.999999999908
79,-0.999999999858,0.999999999929
80,-0.999999999891,0.999999999945
81,-0.999999999916,0.999999999958
82,-0.999999999935,0.999999999967
83,-0.99999999995,0.999999999975
84,-0.999999999961,0.999999999981
85,-0.99999999997,0.999999999985
86,-0.999999999977,0.999999999988
87,-0.999999999982,0.999999999991
88,-0.999999999986,0.999999999993
89,-0.999999999989,0.999999999995
90,-0.999999999992,0.999999999996
91,-0.999999999994,0.999999999997
92,-0.999999999995,0.999999999998
93,-0.999999999996,0.999999999998
94,-0.999999999997,0.999999999999
95,-0.999999999998,0.999999999999
96,-0.999999999998,0.999999999999
97,-0.999999999999,0.999999999999
98,-0.999999999999,0.999999999999
99,-0.999999999999,1
100,-0.999999999999,1
101,-1,1
102,-1,1
103,-1,1
104,-1,1
105,-1,1
106,-1,1
107,-1,1
108,-1,1
109,-1,1
110,-1,1
111,-1,1
112,-1,1
113,-1,1
114,-1,1
115,-1,1
116,-1,1
117,-1,1
118,-1,1
119,-1,1
120,-1,1
121,-1,1
122,-1,1
123,-1,1
124,-1,1
125,-1,1
126,-1,1
127,-1,1
128,-1,1
129,-1,1
130,-1,1
131,-1,1
132,-1,1
133,-1,1
134,-1,1
135,-1,1
136,-1,1
137,-1,1
138,-1,1
139,-1,1
140,-1,1
141,-1,1
142,-1,1
143,-1,1
144,-1,1
145,-1,1
146,-1,1
147,-1,1
148,-1,1
149,-1,1
150,-1,1
151,-1,1
152,-1,1
153,-1,1
154,-1,1
155,-1,1
156,-1,1
157,-1,1
158,-1,1
159,-1,1
160,-1,1
161,-1,1
162,-1,1
163,-1,1
164,-1,1
165,-1,1
166,-1,1
167,-1,1
168,-1,1
169,-1,1
170,-1,1
171,-1,1
172,-1,1
173,-1,1
174,-1,1
175,-1,1
176,-1,1
177,-1,1
178,-1,1
179,-1,1
180,-1,1
181,-1,1
182,-1,1
183,-1,1
184,-1,1
185,-1,1
186,-1,1
187,-1,1
188,-1,1
189,-1,1
190,-1,1
191,-1,1
192,-1,1
193,-1,1
194,-1,1
195,-1,1
196,-1,1
197,-1,1
198,-1,1
199,-1,1
200,-1,1
201,-1,1
202,-1,1
203,-1,1
204,-1,1
205,-1,1
206,-1,1
207,-1,1
208,-1,1
209,-1,1
210,-1,1
211,-1,1
212,-1,1
213,-1,1
214,-1,1
215,-1,1
216,-1,1
217,-1,1
218,-1,1
219,-1,1
220,-1,1
221,-1,1
222,-1,1
223,-1,1
224,-1,1
225,-1,1
226,-1,1
227,-1,1
228,-1,1
229,-1,1
230,-1,1
231,-1,1
232,-1,1
233,-1,1
234,-1,1
235,-1,1
236,-1,1
237,-1,1
238,-1,1
239,-1,1
240,-1,1
241,-1,1
242,-1,1
243,-1,1
244,-1,1
245,-1,1
246,-1,1
247,-1,1
248,-1,1
249,-1,1
250,-1,1
251,-1,1
252,-1,1
253,-1,1
254,-1,1
255,-1,1
256,-1,1
257,-1,1
258,-1,1
259,-1,1
260,-1,1
261,-1,1
262,-1,1
263,-1,1
264,-1,1
265,-1,1
266,-1,1
267,-1,1
268,-1,1
269,-1,1
270,-1,1
271,-1,1
272,-1,1
273,-1,1
274,-1,1
275,-1,1
276,-1,1
277,-1,1
278,-1,1
279,-1,1
280,-1,1
281,-1,1
282,-1,1
283,-1,1
284,-1,1
285,-1,1
286,-1,1
287,-1,1
288,-1,1
289,-1,1
290,-1,1
291,-1,1
292,-1,1
293,-1,1
294,-1,1
295,-1,1
296,-1,1
297,-1,1
298,-1,1
299,-1,1
300,-1,1
301,-1,1
302,-1,1
303,-1,1
304,-1,1
305,-1,1
306,-1,1
307,-1,1
308,-1,1
309,-1,1
